Archivo_Datos,Archivo_Consulta,Consulta,Algoritmo,Tiempo_s,Comparaciones,Encontrado
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,5.0,Binaria Acotada,0.0063018798828125,4,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,5.0,Secuencial B0,0.0062558650970458984,2637,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,5.0,No Acotada B1,0.007959127426147461,13,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,5.0,No Acotada B2,0.0084381103515625,13,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,5.0,SkipList,0.01373600959777832,7,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,12.0,Binaria Acotada,2.86102294921875e-6,2,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,12.0,Secuencial B0,2.288818359375e-5,6967,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,12.0,No Acotada B1,1.1920928955078125e-6,15,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,12.0,No Acotada B2,9.5367431640625e-7,15,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,12.0,SkipList,1.9073486328125e-6,11,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,3.0,Binaria Acotada,0.0,4,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,3.0,Secuencial B0,9.5367431640625e-7,1302,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,3.0,No Acotada B1,0.0,12,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,3.0,No Acotada B2,0.0,12,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,3.0,SkipList,0.0,7,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,2.0,Binaria Acotada,9.5367431640625e-7,3,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,2.0,Secuencial B0,0.0,651,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,2.0,No Acotada B1,0.0,11,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,2.0,No Acotada B2,0.0,11,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,2.0,SkipList,9.5367431640625e-7,6,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,4.0,Binaria Acotada,0.0,2,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,4.0,Secuencial B0,9.5367431640625e-7,1965,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,4.0,No Acotada B1,0.0,15,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,4.0,No Acotada B2,9.5367431640625e-7,15,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,4.0,SkipList,0.0,6,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,3.0,Binaria Acotada,0.0,4,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,3.0,Secuencial B0,0.0,1302,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,3.0,No Acotada B1,0.0,12,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,3.0,No Acotada B2,0.0,12,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,3.0,SkipList,0.0,7,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,15.0,Binaria Acotada,0.0,4,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,15.0,Secuencial B0,5.9604644775390625e-6,8821,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,15.0,No Acotada B1,9.5367431640625e-7,15,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,15.0,No Acotada B2,0.0,15,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,15.0,SkipList,1.1920928955078125e-6,9,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,1.0,Binaria Acotada,0.0,4,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,1.0,Secuencial B0,0.0,1,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,1.0,No Acotada B1,0.0,1,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,1.0,No Acotada B2,0.0,1,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,1.0,SkipList,9.5367431640625e-7,5,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,4.0,Binaria Acotada,0.0,2,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,4.0,Secuencial B0,9.5367431640625e-7,1965,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,4.0,No Acotada B1,0.0,15,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,4.0,No Acotada B2,1.1920928955078125e-6,15,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,4.0,SkipList,0.0,6,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,14.0,Binaria Acotada,0.0,3,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,14.0,Secuencial B0,5.0067901611328125e-6,8199,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,14.0,No Acotada B1,0.0,16,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,14.0,No Acotada B2,0.0,16,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,14.0,SkipList,0.0,8,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,5.0,Binaria Acotada,0.0,4,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,5.0,Secuencial B0,1.9073486328125e-6,2637,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,5.0,No Acotada B1,0.0,13,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,5.0,No Acotada B2,0.0,13,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,5.0,SkipList,0.0,7,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,3.0,Binaria Acotada,0.0,4,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,3.0,Secuencial B0,9.5367431640625e-7,1302,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,3.0,No Acotada B1,0.0,12,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,3.0,No Acotada B2,0.0,12,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,3.0,SkipList,0.0,7,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,14.0,Binaria Acotada,0.0,3,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,14.0,Secuencial B0,5.0067901611328125e-6,8199,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,14.0,No Acotada B1,1.1920928955078125e-6,16,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,14.0,No Acotada B2,0.0,16,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,14.0,SkipList,0.0,8,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,9.0,Binaria Acotada,0.0,4,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,9.0,Secuencial B0,2.86102294921875e-6,5138,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,9.0,No Acotada B1,0.0,16,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,9.0,No Acotada B2,0.0,16,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,9.0,SkipList,0.0,8,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,3.0,Binaria Acotada,0.0,4,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,3.0,Secuencial B0,9.5367431640625e-7,1302,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,3.0,No Acotada B1,0.0,12,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,3.0,No Acotada B2,0.0,12,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,3.0,SkipList,9.5367431640625e-7,7,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,4.0,Binaria Acotada,0.0,2,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,4.0,Secuencial B0,2.1457672119140625e-6,1965,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,4.0,No Acotada B1,0.0,15,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,4.0,No Acotada B2,0.0,15,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,4.0,SkipList,0.0,6,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,1.0,Binaria Acotada,0.0,4,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,1.0,Secuencial B0,0.0,1,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,1.0,No Acotada B1,0.0,1,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,1.0,No Acotada B2,0.0,1,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,1.0,SkipList,0.0,5,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,12.0,Binaria Acotada,0.0,2,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,12.0,Secuencial B0,3.814697265625e-6,6967,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,12.0,No Acotada B1,9.5367431640625e-7,15,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,12.0,No Acotada B2,0.0,15,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,12.0,SkipList,1.1920928955078125e-6,11,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,13.0,Binaria Acotada,0.0,4,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,13.0,Secuencial B0,5.0067901611328125e-6,7584,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,13.0,No Acotada B1,9.5367431640625e-7,16,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,13.0,No Acotada B2,0.0,16,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,13.0,SkipList,9.5367431640625e-7,12,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,5.0,Binaria Acotada,0.0,4,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,5.0,Secuencial B0,1.9073486328125e-6,2637,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,5.0,No Acotada B1,0.0,13,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,5.0,No Acotada B2,0.0,13,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,5.0,SkipList,0.0,7,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,15.0,Binaria Acotada,0.0,4,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,15.0,Secuencial B0,5.9604644775390625e-6,8821,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,15.0,No Acotada B1,0.0,15,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,15.0,No Acotada B2,0.0,15,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,15.0,SkipList,0.0,9,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,10.0,Binaria Acotada,0.0,3,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,10.0,Secuencial B0,3.0994415283203125e-6,5753,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,10.0,No Acotada B1,0.0,14,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,10.0,No Acotada B2,0.0,14,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,10.0,SkipList,9.5367431640625e-7,9,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,10.0,Binaria Acotada,0.0,3,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,10.0,Secuencial B0,4.0531158447265625e-6,5753,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,10.0,No Acotada B1,9.5367431640625e-7,14,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,10.0,No Acotada B2,0.0,14,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,10.0,SkipList,0.0,9,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,2.0,Binaria Acotada,0.0,3,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,2.0,Secuencial B0,9.5367431640625e-7,651,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,2.0,No Acotada B1,0.0,11,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,2.0,No Acotada B2,0.0,11,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,2.0,SkipList,0.0,6,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,8.0,Binaria Acotada,0.0,1,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,8.0,Secuencial B0,3.0994415283203125e-6,4510,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,8.0,No Acotada B1,0.0,15,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,8.0,No Acotada B2,0.0,15,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,8.0,SkipList,0.0,7,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,9.0,Binaria Acotada,0.0,4,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,9.0,Secuencial B0,3.0994415283203125e-6,5138,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,9.0,No Acotada B1,0.0,16,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,9.0,No Acotada B2,0.0,16,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,9.0,SkipList,9.5367431640625e-7,8,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,2.0,Binaria Acotada,0.0,3,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,2.0,Secuencial B0,9.5367431640625e-7,651,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,2.0,No Acotada B1,0.0,11,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,2.0,No Acotada B2,9.5367431640625e-7,11,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,2.0,SkipList,0.0,6,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,6.0,Binaria Acotada,0.0,3,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,6.0,Secuencial B0,1.9073486328125e-6,3269,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,6.0,No Acotada B1,0.0,14,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,6.0,No Acotada B2,0.0,14,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,6.0,SkipList,0.0,6,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,7.0,Binaria Acotada,0.0,4,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,7.0,Secuencial B0,2.1457672119140625e-6,3890,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,7.0,No Acotada B1,0.0,16,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,7.0,No Acotada B2,0.0,16,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,7.0,SkipList,0.0,7,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,9.0,Binaria Acotada,0.0,4,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,9.0,Secuencial B0,4.0531158447265625e-6,5138,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,9.0,No Acotada B1,0.0,16,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,9.0,No Acotada B2,0.0,16,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,9.0,SkipList,0.0,8,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,16.0,Binaria Acotada,9.5367431640625e-7,5,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,16.0,Secuencial B0,6.198883056640625e-6,9416,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,16.0,No Acotada B1,0.0,16,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,16.0,No Acotada B2,0.0,16,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,16.0,SkipList,0.0,6,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,5.0,Binaria Acotada,0.0,4,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,5.0,Secuencial B0,1.9073486328125e-6,2637,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,5.0,No Acotada B1,0.0,13,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,5.0,No Acotada B2,9.5367431640625e-7,13,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,5.0,SkipList,0.0,7,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,15.0,Binaria Acotada,0.0,4,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,15.0,Secuencial B0,5.0067901611328125e-6,8821,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,15.0,No Acotada B1,0.0,15,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,15.0,No Acotada B2,0.0,15,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,15.0,SkipList,0.0,9,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,10.0,Binaria Acotada,0.0,3,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,10.0,Secuencial B0,4.0531158447265625e-6,5753,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,10.0,No Acotada B1,9.5367431640625e-7,14,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,10.0,No Acotada B2,0.0,14,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,10.0,SkipList,0.0,9,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,12.0,Binaria Acotada,0.0,2,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,12.0,Secuencial B0,5.0067901611328125e-6,6967,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,12.0,No Acotada B1,0.0,15,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,12.0,No Acotada B2,0.0,15,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,12.0,SkipList,0.0,11,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,10.0,Binaria Acotada,0.0,3,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,10.0,Secuencial B0,3.0994415283203125e-6,5753,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,10.0,No Acotada B1,0.0,14,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,10.0,No Acotada B2,0.0,14,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,10.0,SkipList,0.0,9,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,11.0,Binaria Acotada,0.0,4,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,11.0,Secuencial B0,4.0531158447265625e-6,6376,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,11.0,No Acotada B1,9.5367431640625e-7,16,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,11.0,No Acotada B2,0.0,16,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,11.0,SkipList,0.0,10,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,11.0,Binaria Acotada,0.0,4,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,11.0,Secuencial B0,3.814697265625e-6,6376,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,11.0,No Acotada B1,0.0,16,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,11.0,No Acotada B2,0.0,16,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,11.0,SkipList,9.5367431640625e-7,10,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,12.0,Binaria Acotada,0.0,2,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,12.0,Secuencial B0,5.0067901611328125e-6,6967,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,12.0,No Acotada B1,0.0,15,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,12.0,No Acotada B2,0.0,15,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,12.0,SkipList,0.0,11,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,13.0,Binaria Acotada,9.5367431640625e-7,4,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,13.0,Secuencial B0,5.0067901611328125e-6,7584,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,13.0,No Acotada B1,0.0,16,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,13.0,No Acotada B2,9.5367431640625e-7,16,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,13.0,SkipList,0.0,12,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,11.0,Binaria Acotada,0.0,4,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,11.0,Secuencial B0,3.814697265625e-6,6376,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,11.0,No Acotada B1,0.0,16,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,11.0,No Acotada B2,0.0,16,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,11.0,SkipList,0.0,10,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,12.0,Binaria Acotada,0.0,2,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,12.0,Secuencial B0,3.814697265625e-6,6967,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,12.0,No Acotada B1,0.0,15,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,12.0,No Acotada B2,0.0,15,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,12.0,SkipList,0.0,11,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,3.0,Binaria Acotada,0.0,4,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,3.0,Secuencial B0,9.5367431640625e-7,1302,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,3.0,No Acotada B1,0.0,12,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,3.0,No Acotada B2,0.0,12,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,3.0,SkipList,0.0,7,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,6.0,Binaria Acotada,0.0,3,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,6.0,Secuencial B0,3.0994415283203125e-6,3269,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,6.0,No Acotada B1,0.0,14,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,6.0,No Acotada B2,0.0,14,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,6.0,SkipList,0.0,6,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,1.0,Binaria Acotada,0.0,4,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,1.0,Secuencial B0,0.0,1,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,1.0,No Acotada B1,0.0,1,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,1.0,No Acotada B2,0.0,1,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,1.0,SkipList,0.0,5,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,11.0,Binaria Acotada,0.0,4,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,11.0,Secuencial B0,2.86102294921875e-6,6376,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,11.0,No Acotada B1,0.0,16,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,11.0,No Acotada B2,0.0,16,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,11.0,SkipList,0.0,10,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,7.0,Binaria Acotada,9.5367431640625e-7,4,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,7.0,Secuencial B0,1.9073486328125e-6,3890,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,7.0,No Acotada B1,0.0,16,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,7.0,No Acotada B2,0.0,16,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,7.0,SkipList,0.0,7,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,8.0,Binaria Acotada,0.0,1,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,8.0,Secuencial B0,2.86102294921875e-6,4510,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,8.0,No Acotada B1,0.0,15,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,8.0,No Acotada B2,0.0,15,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,8.0,SkipList,0.0,7,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,2.0,Binaria Acotada,0.0,3,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,2.0,Secuencial B0,0.0,651,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,2.0,No Acotada B1,9.5367431640625e-7,11,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,2.0,No Acotada B2,0.0,11,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,2.0,SkipList,0.0,6,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,16.0,Binaria Acotada,0.0,5,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,16.0,Secuencial B0,5.9604644775390625e-6,9416,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,16.0,No Acotada B1,0.0,16,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,16.0,No Acotada B2,0.0,16,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,16.0,SkipList,0.0,6,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,1.0,Binaria Acotada,0.0,4,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,1.0,Secuencial B0,0.0,1,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,1.0,No Acotada B1,0.0,1,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,1.0,No Acotada B2,0.0,1,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,1.0,SkipList,0.0,5,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,4.0,Binaria Acotada,0.0,2,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,4.0,Secuencial B0,9.5367431640625e-7,1965,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,4.0,No Acotada B1,0.0,15,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,4.0,No Acotada B2,0.0,15,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,4.0,SkipList,0.0,6,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,1.0,Binaria Acotada,0.0,4,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,1.0,Secuencial B0,0.0,1,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,1.0,No Acotada B1,0.0,1,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,1.0,No Acotada B2,0.0,1,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,1.0,SkipList,9.5367431640625e-7,5,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,8.0,Binaria Acotada,0.0,1,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,8.0,Secuencial B0,3.0994415283203125e-6,4510,true
consultas-1-listas-posteo.json,consultas-1-listas-posteo.json,8.0,No Acotada B1,0.0,15,true
